sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves
177413,A. Witsel,Axel  Witsel,25,12/01/1989,186,73,Belgium,Zenit St. Petersburg,80,85,0,0,Right,2,3,4
178562,E. Banega,Éver Maximiliano David Banega,26,29/06/1988,174,71,Argentina,Sevilla FC,80,85,0,0,Right,2,4,4
184111,C. Benteke,Christian Benteke Liolo,23,03/12/1990,190,83,Belgium,Aston Villa,80,85,0,0,Right,3,4,3
187961,Paulinho,José Paulo Bezzera Maciel Júnior,25,25/07/1988,181,77,Brazil,Tottenham Hotspur,80,85,0,0,Right,3,3,3
189354,Susaeta,Markel Susaeta Laskurain,26,14/12/1987,179,68,Spain,Athletic Club de Bilbao,80,85,0,0,Right,2,3,3
189575,Muniaín,Iker Muniaín Goñi,21,19/12/1992,169,63,Spain,Athletic Club de Bilbao,80,85,0,0,Right,2,3,4
192387,C. Immobile,Ciro Immobile,24,20/02/1990,181,85,Italy,Borussia Dortmund,80,85,0,0,Right,2,4,3
193348,X. Shaqiri,Xherdan Shaqiri,22,10/10/1991,169,72,Switzerland,FC Bayern München,80,85,0,0,Left,2,4,4
202166,J. Draxler,Julian Draxler,20,20/09/1993,187,75,Germany,FC Schalke 04,80,85,0,0,Right,2,5,4
177358,M. Schneiderlin,Morgan Schneiderlin,24,08/11/1989,181,75,France,Southampton,80,84,0,0,Right,2,3,2
178005,Rui Patrício,Rui Pedro dos Santos Patrício,26,15/02/1988,190,85,Portugal,Sporting CP,80,84,0,0,Left,2,2,1
188943,K. Trapp,Kevin Trapp,23,08/07/1990,189,83,Germany,Eintracht Frankfurt,80,84,0,0,Right,2,4,1
190483,Douglas Costa,Douglas Costa de Souza,23,14/09/1990,170,73,Brazil,Shakhtar Donetsk,80,84,0,0,Left,1,3,5
192366,N. Otamendi,Nicolás Hernán Otamendi,26,12/02/1988,183,75,Argentina,Valencia CF,80,84,0,0,Right,2,3,2
192620,H. Badstuber,Holger Badstuber,25,13/03/1989,190,84,Germany,FC Bayern München,80,84,0,0,Left,3,3,2
193116,M. Gonalons,Maxime Gonalons,25,10/03/1989,187,76,France,Olympique Lyonnais,80,84,0,0,Right,2,4,2
193352,R. Rodriguez,Ricardo Rodriguez,21,25/08/1992,180,77,Switzerland,VfL Wolfsburg,80,84,0,0,Left,2,3,3
199835,C. Emenike,Chinenye Emenike,27,10/05/1987,182,90,Nigeria,Fenerbahçe SK,80,84,0,0,Right,2,4,3
177644,Kiko Casilla,Francisco Casilla Cortés,27,02/10/1986,191,84,Spain,RCD Espanyol,80,83,0,0,Right,2,2,1
177934,S. Sam,Sidney Sam,26,31/01/1988,174,68,Germany,FC Schalke 04,80,83,0,0,Left,2,3,4
185020,José Callejón,José María Callejón Bueno,27,11/02/1987,178,73,Spain,Napoli,80,83,0,0,Right,2,2,3
186153,W. Szczęsny,Wojciech  Szczęsny,24,18/04/1990,196,84,Poland,Arsenal,80,83,0,0,Right,2,3,1
187607,A. Dzyuba,Artem Dzyuba,25,22/08/1988,194,91,Russia,Spartak Moscow,80,83,0,0,Right,1,4,3
189250,S. Rondón,José Salomón Rondón Giménez,24,16/09/1989,189,85,Venezuela,Zenit St. Petersburg,80,83,0,0,Right,2,4,4
162240,M. Dembélé,Moussa Sidi Yaya Dembélé,26,16/07/1987,185,82,Belgium,Tottenham Hotspur,80,82,0,0,Left,3,2,4
167431,G. Castro,Gonzalo Castro Randon,27,11/06/1987,172,73,Germany,Bayer 04 Leverkusen,80,82,0,0,Right,2,4,3
173909,K. Boateng,Kevin-Prince Boateng,27,06/03/1987,186,86,Ghana,FC Schalke 04,80,82,0,0,Right,3,4,4
177600,Beñat,Beñat Etxebarria Urkiaga,27,19/02/1987,175,72,Spain,Athletic Club de Bilbao,80,82,0,0,Right,2,3,2
178393,A. Cerci,Alessio Cerci,26,23/07/1987,178,73,Italy,Atlético Madrid,80,82,0,0,Left,2,3,4
179527,L. Rémy,Loïc Rémy,27,02/01/1987,184,76,France,Chelsea,80,82,0,0,Right,3,3,4
195086,D. Lovren,Dejan Lovren,24,05/07/1989,188,84,Croatia,Liverpool,80,82,0,0,Right,2,4,2
199434,D. Tadić,Dušan Tadić,25,20/11/1988,181,76,Serbia,Southampton,80,82,0,0,Left,2,2,4
172175,K. Mirallas,Kevin Mirallas,26,05/10/1987,178,70,Belgium,Everton,80,81,0,0,Right,2,4,4
179645,S. Kjær,Simon Thorup Kjær,25,26/03/1989,190,82,Denmark,LOSC Lille,80,81,0,0,Right,2,3,2
186953,O. Kivrak,Onur Recep Kıvrak,26,01/01/1988,187,74,Turkey,Trabzonspor,80,81,0,0,Right,2,1,1
1238,F. Totti,Francesco Totti,37,27/09/1976,180,82,Italy,Roma,80,80,0,0,Right,3,5,3
4098,Tiago,Tiago Cardoso Mendes,33,02/05/1981,183,71,Portugal,Atlético Madrid,80,80,0,0,Right,3,3,4
6826,G. Barry,Gareth Barry,33,23/02/1981,183,79,England,Everton,80,80,0,0,Left,2,3,2
7631,A. Cassano,Antonio Cassano,31,12/07/1982,175,73,Italy,Parma,80,80,0,0,Right,3,4,3
8473,T. Rosický,Tomáš  Rosický,33,04/10/1980,178,65,Czech Republic,Arsenal,80,80,0,0,Right,2,3,3
20775,Quaresma,Ricardo Andrade Quaresma Bernardo,30,26/09/1983,175,74,Portugal,FC Porto,80,80,0,0,Right,2,4,5
28130,Ronaldinho,Ronaldo de Assis Moreira,34,21/03/1980,182,80,Brazil,Querétaro,80,80,0,0,Right,3,4,5
45119,Mikel Arteta,Mikel Arteta Amatriain,32,26/03/1982,175,64,Spain,Arsenal,80,80,0,0,Right,3,4,3
50542,J. Defoe,Jermain  Defoe,31,07/10/1982,170,70,England,Toronto FC,80,80,0,0,Right,2,4,3
52091,P. Evra,Patrice Evra,33,15/05/1981,173,76,France,Juventus,80,80,0,0,Left,3,2,3
53050,E. Adebayor,Emmanuel Adebayor,30,26/02/1984,191,82,Togo,Tottenham Hotspur,80,80,0,0,Right,3,3,4
106213,Iraola,Andoni Iraola Sagarna,32,22/06/1982,182,74,Spain,Athletic Club de Bilbao,80,80,0,0,Right,2,3,3
106231,Aduriz,Aritz Aduriz Zubeldia,33,11/02/1981,182,78,Spain,Athletic Club de Bilbao,80,80,0,0,Right,2,3,3
112316,J. Mathieu,Jérémy Mathieu,30,29/10/1983,192,82,France,FC Barcelona,80,80,0,0,Left,2,2,2
113422,David Villa,David Villa Sánchez,32,03/12/1981,175,69,Spain,Melbourne City FC,80,80,0,0,Right,3,5,4
115533,D. Benaglio,Diego Orlando Benaglio,30,08/09/1983,194,89,Switzerland,VfL Wolfsburg,80,80,0,0,Right,3,3,1
138110,Bruno Alves,Bruno Eduardo Regufe Alves,32,27/11/1981,187,83,Portugal,Fenerbahçe SK,80,80,0,0,Right,3,3,2
139968,V. Enyeama,Vincent Enyeama,31,29/08/1982,182,87,Nigeria,LOSC Lille,80,80,0,0,Right,2,3,1
140233,G. Ochoa,Francisco Guillermo Ochoa Magaña,28,13/07/1985,185,78,Mexico,Málaga CF,80,80,0,0,Right,3,3,1
144622,Raffael,Raffael Caetano de Araújo,29,28/03/1985,174,69,Brazil,Borussia Mönchengladbach,80,80,0,0,Right,2,4,4
147782,I. Denisov,Igor Denisov,30,17/05/1984,176,70,Russia,Dinamo Moscow,80,80,0,0,Right,2,3,3
150656,R. Mavuba,Rio Antonio Zoba Mavuba,30,08/03/1984,172,74,France,LOSC Lille,80,80,0,0,Right,3,3,2
152554,G. Clichy,Gaël Clichy,28,26/07/1985,176,65,France,Manchester City,80,80,0,0,Left,3,4,2
157481,Raúl Albiol,Raúl Albiol Tortajada,28,04/09/1985,190,82,Spain,Napoli,80,80,0,0,Right,2,3,2
157503,A. Song,Alexandre Dimitri Song-Billong,26,09/09/1987,185,74,Cameroon,West Ham United,80,80,0,0,Right,3,3,3
158626,M. Debuchy,Mathieu Debuchy,28,28/07/1985,178,76,France,Arsenal,80,80,0,0,Right,3,3,3
159147,L. Perrin,Loïc Perrin,28,07/08/1985,180,76,France,AS Saint-Étienne,80,80,0,0,Right,2,3,2
163419,B. Sagna,Bacary Sagna,31,14/02/1983,176,72,France,Manchester City,80,80,0,0,Right,3,4,3
167905,A. Valencia,Luis Antonio Valencia Mosquera,28,04/08/1985,181,78,Ecuador,Manchester United,80,80,0,0,Right,3,2,4
171919,Naldo,Ronaldo  Aparecido Rodrigues,31,10/09/1982,198,89,Brazil,VfL Wolfsburg,80,80,0,0,Right,3,4,2
177134,D. Ba,Demba Ba,29,25/05/1985,189,85,Senegal,Beşiktaş JK,80,80,0,0,Right,2,3,3
178007,Miguel Veloso,Miguel Luís Pinto Veloso,28,11/05/1986,180,78,Portugal,Portugal,80,80,0,0,Left,3,4,2
179847,F. Fazio,Federico Julián Fazio,27,17/03/1987,195,91,Argentina,Tottenham Hotspur,80,80,0,0,Right,2,3,2
183284,A. Chedjou,Aurélien Chedjou,29,20/06/1985,184,86,Cameroon,Galatasaray SK,80,80,0,0,Right,2,3,2
188791,A. Costa,Alberto Facundo Costa,29,09/01/1985,176,75,Argentina,Spartak Moscow,80,80,0,0,Left,2,2,3
192615,M. Baša,Marko Baša,31,29/12/1982,189,86,Montenegro,LOSC Lille,80,80,0,0,Right,2,3,2
196432,E. Pérez,Enzo Pérez,28,22/02/1986,177,77,Argentina,SL Benfica,80,80,0,0,Right,2,4,3
209097,O. Cardosa,Omar Luis Cardosa,30,26/11/1983,188,84,Paraguay,Paraguay,80,80,0,0,Left,3,2,2
186547,M. Musacchio,Mateo Pablo Musacchio,23,26/08/1990,182,80,Argentina,Villarreal CF,79,85,0,0,Right,1,3,2
188829,N. Nkoulou,Nicolas N'Koulou,24,27/03/1990,180,77,Cameroon,Olympique de Marseille,79,85,0,0,Right,3,3,2
191180,J. Pastore,Javier Matías Pastore,25,20/06/1989,187,78,Argentina,Paris Saint-Germain,79,85,0,0,Right,3,3,4
193476,R. Cabella,Rémy Cabella,24,08/03/1990,172,66,France,Newcastle United,79,85,0,0,Right,2,4,4
198219,L. Insigne,Lorenzo Insigne,23,04/06/1991,163,59,Italy,Napoli,79,85,0,0,Right,2,3,3
200454,Paco Alcácer,Francisco Alcácer García,20,30/08/1993,174,74,Spain,Valencia CF,79,85,0,0,Right,1,4,3
167812,S. Kaya,Semih Kaya,23,24/02/1991,182,66,Turkey,Galatasaray SK,79,84,0,0,Right,1,2,2
170597,T. Krul,Tim Krul,26,03/04/1988,193,83,Netherlands,Newcastle United,79,84,0,0,Left,2,2,1
177683,Y. Sommer,Yann Sommer,25,17/12/1988,183,79,Switzerland,Borussia Mönchengladbach,79,84,0,0,Right,2,4,1
186148,R. Zieler,Ron-Robert Zieler,25,12/02/1989,188,83,Germany,Hannover 96,79,84,0,0,Right,2,2,1
187735,A. Dzagoev,Alan Dzagoev,24,17/06/1990,179,70,Russia,PFC CSKA Moscow,79,84,0,0,Right,2,3,4
189125,G. Bonaventura,Giacomo Bonaventura,24,22/08/1989,180,75,Italy,Milan,79,84,0,0,Right,2,3,3
189690,Guaita,Vicente Guaita Panadero,27,18/02/1987,190,81,Spain,Getafe CF,79,84,0,0,Right,2,3,1
190584,Illarramendi,Asier Illarramendi Andonegi,24,08/03/1990,179,76,Spain,Real Madrid,79,84,0,0,Right,2,3,3
190972,E. Salvio,Eduardo Antonio Salvio,23,13/07/1990,171,70,Argentina,SL Benfica,79,84,0,0,Right,2,4,4
191043,Alex Sandro,Alex Sandro Lobo Silva,23,26/01/1991,180,78,Brazil,FC Porto,79,84,0,0,Left,2,2,3
191740,Ander Herrera,Ander Herrera Agüera,24,14/08/1989,182,73,Spain,Manchester United,79,84,0,0,Right,2,4,4
193301,A. Lacazette,Alexandre Lacazette,23,28/05/1991,175,73,France,Olympique Lyonnais,79,84,0,0,Right,2,3,4
194957,P. Jones,Phil Jones,22,21/02/1992,183,71,England,Manchester United,79,84,0,0,Right,2,3,2
200610,K. Volland,Kevin Volland,21,30/07/1992,179,82,Germany,TSG 1899 Hoffenheim,79,84,0,0,Left,2,3,3
171018,Mario Suárez,Mario Suárez Mata,27,24/02/1987,188,80,Spain,Atlético Madrid,79,83,0,0,Right,2,3,3
176600,K. Gameiro,Kévin Gameiro,27,09/05/1987,178,72,France,Sevilla FC,79,83,0,0,Right,3,3,3
179605,A. Taarabt,Adel Taarabt,25,24/05/1989,177,69,Morocco,Queens Park Rangers,79,83,0,0,Right,2,4,5
180216,S. Coleman,Séamus Coleman,25,11/10/1988,177,77,Republic of Ireland,Everton,79,83,0,0,Right,2,3,3
180819,A. Lallana,Adam David Lallana,26,10/05/1988,173,72,England,Liverpool,79,83,0,0,Right,2,5,4
183187,V. Stocker,Valentin Stocker,25,12/04/1989,179,72,Switzerland,Hertha BSC,79,83,0,0,Left,2,4,3
184134,Fernando,Fernando Francisco Reges,26,25/07/1987,185,76,Brazil,Manchester City,79,83,0,0,Right,2,2,2
184312,J. Biabiany,Jonathan Ludovic Biabiany,26,28/04/1988,177,70,France,Parma,79,83,0,0,Right,2,3,3
184344,L. Bonucci,Leonardo Bonucci,27,01/05/1987,190,82,Italy,Juventus,79,83,0,0,Right,2,3,2
186832,K. Asamoah,Kwadwo Asamoah,25,09/12/1988,178,78,Ghana,Juventus,79,83,0,0,Left,2,3,4
188253,J. McCarthy,James McCarthy,23,12/11/1990,180,72,Republic of Ireland,Everton,79,83,0,0,Right,2,4,3
190815,D. Blind,Daley Blind,24,09/03/1990,180,72,Netherlands,Manchester United,79,83,0,0,Left,3,3,3
193469,Víctor Ruíz,Víctor Ruíz Torre,25,25/01/1989,184,80,Spain,Villarreal CF,79,83,0,0,Left,1,2,2
197242,G. Krychowiak,Grzegorz Krychowiak,24,29/01/1990,186,85,Poland,Sevilla FC,79,83,0,0,Right,1,3,2
198076,A. Abdennour,Aymen Abdennour,24,06/08/1989,187,84,Tunisia,AS Monaco,79,83,0,0,Left,2,3,2
199416,Ibai Gómez,Ibai Gómez Pérez,24,11/11/1989,177,72,Spain,Athletic Club de Bilbao,79,83,0,0,Right,1,4,3
202477,Deulofeu,Gerard Deulofeu Lázaro,20,13/03/1994,179,73,Spain,Sevilla FC,79,83,0,0,Right,1,4,4
204963,Carvajal,Daniel Carvajal Ramos,22,11/01/1992,173,73,Spain,Real Madrid,79,83,0,0,Right,2,3,2
167599,R. Elm,Rasmus Elm,26,17/03/1988,184,75,Sweden,PFC CSKA Moscow,79,82,0,0,Right,2,4,3
169588,J. Evans,Jonny Evans,26,02/01/1988,189,80,Northern Ireland,Manchester United,79,82,0,0,Right,2,2,2
171688,Fábio Coentrão,Fábio Alexandre da Silva Coentrão,26,11/03/1988,179,70,Portugal,Real Madrid,79,82,0,0,Left,3,2,3
178750,Sergio Asenjo,Sergio  Asenjo Andrés,25,28/06/1989,182,84,Spain,Villarreal CF,79,82,0,0,Right,1,3,1
184432,Azpilicueta,César Azpilicueta Tanco,24,28/08/1989,178,75,Spain,Chelsea,79,82,0,0,Right,2,3,3
185239,O. Toprak,Ömer Toprak,24,21/07/1989,186,83,Turkey,Bayer 04 Leverkusen,79,82,0,0,Right,2,4,2
186569,S. Ulreich,Sven Ulreich,25,03/08/1988,192,84,Germany,VfB Stuttgart,79,82,0,0,Right,2,3,1
188081,Alex Teixeira,Alex Teixeira dos Santos,24,06/01/1990,173,70,Brazil,Shakhtar Donetsk,79,82,0,0,Right,1,4,3
188567,P. Aubameyang,Pierre-Emerick Aubameyang,25,18/06/1989,187,77,Gabon,Borussia Dortmund,79,82,0,0,Right,2,3,3
193041,K. Navas,Keylor Navas,27,15/12/1986,185,78,Costa Rica,Real Madrid,79,82,0,0,Right,3,3,1
199987,J. Cillessen,Jasper Cillessen,25,22/04/1989,188,82,Netherlands,Ajax,79,82,0,0,Right,2,2,1
201862,M. Rojo,Faustino Marcos Alberto Rojo,24,20/03/1990,186,82,Argentina,Manchester United,79,82,0,0,Left,3,3,2
156142,R. Eremenko,Roman Eremenko,27,19/03/1987,180,67,Finland,PFC CSKA Moscow,79,81,0,0,Right,2,3,3
178518,R. Nainggolan,Radja Nainggolan,26,04/05/1988,176,65,Belgium,Roma,79,81,0,0,Right,2,3,3
182879,B. Dzsudzsák,Balázs Dzsudzsák,27,23/12/1986,179,72,Hungary,Dinamo Moscow,79,81,0,0,Left,3,4,4
190547,K. Glik,Kamil Glik,26,03/02/1988,190,80,Poland,Torino,79,81,0,0,Right,1,2,2
190782,Sandro,Sandro Ranieri Guimarães Cordeiro,25,15/03/1989,187,75,Brazil,Queens Park Rangers,79,81,0,0,Right,2,3,3
161754,Javi García,Francisco Javier  García Fernández,27,08/02/1987,185,80,Spain,Zenit St. Petersburg,79,80,0,0,Right,2,3,2
176944,M. Fellaini,Marouane Fellaini-Bakkioui,26,22/11/1987,194,85,Belgium,Manchester United,79,80,0,0,Right,3,3,3
182495,M. Cáceres,Martín Cáceres,27,07/04/1987,182,77,Uruguay,Juventus,79,80,0,0,Right,2,3,2
189560,Iborra,Vicente Iborra de la Fuente,26,16/01/1988,195,88,Spain,Sevilla FC,79,80,0,0,Right,1,4,2
330,R. Keane,Robbie Keane,33,08/07/1980,175,73,Republic of Ireland,LA Galaxy,79,79,0,0,Right,2,4,3
4667,M. De Sanctis,Morgan De Sanctis,37,26/03/1977,190,82,Italy,Roma,79,79,0,0,Right,2,2,1
5471,F. Lampard,Frank  Lampard,36,20/06/1978,184,89,England,Manchester City,79,79,0,0,Right,3,4,3
7289,R. Ferdinand,Rio  Ferdinand,35,07/11/1978,196,86,England,Queens Park Rangers,79,79,0,0,Right,3,3,2
7743,L. Donovan,Landon Donovan,32,04/03/1982,173,73,United States,LA Galaxy,79,79,0,0,Right,3,4,3
21146,M. Carrick,Michael Carrick,32,28/07/1981,188,74,England,Manchester United,79,79,0,0,Right,3,3,2
25420,C. Pizarro,Claudio Miguel Pizarro Bossio,35,03/10/1978,184,84,Peru,FC Bayern München,79,79,0,0,Right,3,4,3
48745,F. Coloccini,Fabricio Coloccini,32,22/01/1982,184,83,Argentina,Newcastle United,79,79,0,0,Right,3,4,2
50327,S. Pienaar,Steven Pienaar,32,17/03/1982,170,66,South Africa,Everton,79,79,0,0,Right,2,4,4
53914,P. Jagielka,Phil Jagielka,31,17/08/1982,183,83,England,Everton,79,79,0,0,Right,2,3,2
103935,A. Aquilani,Alberto Aquilani,29,07/07/1984,186,77,Italy,Fiorentina,79,79,0,0,Right,2,4,2
120312,M. Dawson,Michael  Dawson,30,18/11/1983,188,76,England,Hull City,79,79,0,0,Right,2,3,2
134979,M. Demichelis,Martín Gastón Demichelis,33,20/12/1980,184,78,Argentina,Manchester City,79,79,0,0,Right,3,3,2
135455,Maicon,Maicon Douglas Sisenando,32,26/07/1981,184,77,Brazil,Roma,79,79,0,0,Right,3,3,2
137677,M. Vorm,Michel Vorm,30,20/10/1983,182,87,Netherlands,Tottenham Hotspur,79,79,0,0,Right,2,3,1
138726,J. Lescott,Joleon Lescott,31,16/08/1982,188,89,England,West Bromwich Albion,79,79,0,0,Left,2,3,2
139062,W. Caballero,Wilfredo Daniel Caballero,32,28/09/1981,186,80,Argentina,Manchester City,79,79,0,0,Right,2,3,1
139094,Helton,Helton da Silva Arruda,36,18/05/1978,189,80,Brazil,FC Porto,79,79,0,0,Right,2,3,1
139668,F. Marchetti,Federico Marchetti,31,07/02/1983,188,82,Italy,Lazio,79,79,0,0,Left,2,2,1
139997,D. Srna,Darijo Srna,32,01/05/1982,178,72,Croatia,Shakhtar Donetsk,79,79,0,0,Right,3,3,3
142780,G. Rodríguez,Gonzalo Javier Rodríguez,30,10/04/1984,182,79,Argentina,Fiorentina,79,79,0,0,Right,2,3,2
143632,V. Demirel,Volkan Demirel,32,27/10/1981,191,90,Turkey,Fenerbahçe SK,79,79,0,0,Right,2,2,1
146482,Xabi Prieto,Xabier Prieto Argarate,30,29/08/1983,186,76,Spain,Real Sociedad,79,79,0,0,Right,2,3,3
146741,Arbeloa,Álvaro Arbeloa Coca,31,17/01/1983,184,79,Spain,Real Madrid,79,79,0,0,Right,3,3,2
146760,Juanfran,Juan Francisco Torres Belén,29,09/01/1985,180,72,Spain,Atlético Madrid,79,79,0,0,Right,3,3,3
148138,I. Olić,Ivica Olić,34,14/09/1979,182,85,Croatia,VfL Wolfsburg,79,79,0,0,Left,3,4,3
148224,Raúl Meireles,Raúl José Trindade Meireles,31,17/03/1983,180,78,Portugal,Fenerbahçe SK,79,79,0,0,Right,3,4,3
152747,A. Lennon,Aaron  Lennon,27,16/04/1987,165,63,England,Tottenham Hotspur,79,79,0,0,Right,2,3,3
157304,T. Vermaelen,Thomas Vermaelen,28,14/11/1985,182,75,Belgium,FC Barcelona,79,79,0,0,Left,2,3,2
157960,Manuel Fernandes,Manuel Henrique Tavares Fernandes,28,05/02/1986,175,69,Portugal,Lokomotiv Moscow,79,79,0,0,Right,2,4,3
158810,G. Inler,Gökhan İnler,30,27/06/1984,183,80,Switzerland,Napoli,79,79,0,0,Right,3,4,2
161805,V. Behrami,Valon Behrami,29,19/04/1985,185,78,Switzerland,Hamburger SV,79,79,0,0,Right,2,4,2
162369,V. Ibišević,Vedad Ibišević,29,06/08/1984,188,82,Bosnia Herzegovina,VfB Stuttgart,79,79,0,0,Right,2,4,3
163418,Y. Kaboul,Younès Kaboul,28,04/01/1986,191,87,France,Tottenham Hotspur,79,79,0,0,Right,2,3,2
163711,L. Diarra,Lassana Diarra,29,10/03/1985,173,73,France,Lokomotiv Moscow,79,79,0,0,Right,3,3,2
163824,A. Williams,Ashley Williams,29,23/08/1984,181,91,Wales,Swansea City,79,79,0,0,Right,2,3,2
167614,R. Shirokov,Roman Shirokov,32,06/07/1981,187,83,Russia,Spartak Moscow,79,79,0,0,Right,2,3,2
168585,R. Vlaar,Ron Vlaar,29,16/02/1985,189,79,Netherlands,Aston Villa,79,79,0,0,Right,3,4,2
169051,F. Guarín,Fredy Alejandro Guarín Vásquez,28,30/06/1986,183,77,Colombia,Inter,79,79,0,0,Right,2,3,4
170664,C. Rodríguez,Cristian Gabriel Rodríguez Barrotti,28,30/09/1985,178,81,Uruguay,Atlético Madrid,79,79,0,0,Left,2,3,3
171579,Raúl García,Raúl García Escudero,27,11/07/1986,184,81,Spain,Atlético Madrid,79,79,0,0,Right,2,3,2
172294,Mikel Gonzalez,Mikel González de Martín Martínez,28,24/09/1985,190,79,Spain,Real Sociedad,79,79,0,0,Right,2,4,2
176266,Lucas Leiva,Lucas  Pezzini Leiva,27,09/01/1987,179,73,Brazil,Liverpool,79,79,0,0,Right,3,3,2
176619,A. Ramos,Gustavo Adrián Ramos Vásquez,28,22/01/1986,186,81,Colombia,Borussia Dortmund,79,79,0,0,Right,2,3,3
176769,Jonas,Jonas Gonçalves Oliveira,30,01/04/1984,181,73,Brazil,SL Benfica,79,79,0,0,Right,2,4,3
178509,O. Giroud,Olivier Giroud,27,30/09/1986,192,88,France,Arsenal,79,79,0,0,Left,3,3,2
179752,O. Cardozo,Oscar René Cardozo Marín,31,20/05/1983,193,87,Paraguay,Trabzonspor,79,79,0,0,Left,3,2,2
179875,D. N'Doye,Dame N'Doye,29,21/02/1985,186,81,Senegal,Lokomotiv Moscow,79,79,0,0,Right,2,3,3
181786,V. Ćorluka,Vedran Ćorluka,28,05/02/1986,192,84,Croatia,Lokomotiv Moscow,79,79,0,0,Right,2,3,3
184120,Bruno,Bruno  Soriano Llido,30,12/06/1984,184,74,Spain,Villarreal CF,79,79,0,0,Left,2,3,3
186581,K. Honda,本田 圭佑,28,13/06/1986,182,76,Japan,Milan,79,79,0,0,Left,3,3,3
206407,João Pereira,João Pedro da Silva Pereira,30,25/02/1984,172,64,Portugal,Valencia CF,79,79,0,0,Right,3,3,3
202556,M. Depay,Memphis Depay,20,13/02/1994,176,78,Netherlands,PSV,78,88,0,0,Right,2,2,5
212125,L. Marković,Lazar  Marković,20,02/03/1994,175,65,Serbia,Liverpool,78,87,0,0,Right,1,3,4
198784,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,20,15/08/1993,175,70,England,Arsenal,78,86,0,0,Right,2,4,4
199189,R. Barkley,Ross Barkley,20,05/12/1993,189,76,England,Everton,78,86,0,0,Right,2,5,3
207865,Marquinhos,Marcos  Aoás Corrêa,20,14/05/1994,183,75,Brazil,Paris Saint-Germain,78,86,0,0,Right,2,3,2
210513,J. Quintero,Juan Fernando Quintero,21,18/01/1993,169,64,Colombia,FC Porto,78,86,0,0,Left,2,2,4
207566,William Carvalho,William Silva de Carvalho,22,07/04/1992,187,87,Portugal,Sporting CP,78,85,0,0,Right,2,3,3
170368,E. Lamela,Erik Lamela,22,04/03/1992,183,70,Argentina,Tottenham Hotspur,78,84,0,0,Left,2,3,4
184477,K. Papadopoulos,Kyriakos Papadopoulos,22,23/02/1992,183,85,Greece,Bayer 04 Leverkusen,78,84,0,0,Right,2,3,2
199074,L. Traoré,Lacina Traoré,24,20/05/1990,203,87,Ivory Coast,AS Monaco,78,84,0,0,Left,2,3,3
200752,Juan Jesus,Juan Guilherme Nunes Jesus,23,10/06/1991,185,83,Brazil,Inter,78,84,0,0,Left,1,3,2
205566,Alberto Moreno,Alberto Moreno Pérez,21,05/07/1992,171,67,Spain,Liverpool,78,84,0,0,Left,1,3,2
173432,H. Moreno,Héctor Alfredo Moreno Herrera,26,17/01/1988,184,80,Mexico,RCD Espanyol,78,83,0,0,Left,2,2,2
178213,E. Capoue,Etienne Capoue,25,11/07/1988,189,80,France,Tottenham Hotspur,78,83,0,0,Right,2,3,2
181291,G. Wijnaldum,Georginio Wijnaldum,23,11/11/1990,175,74,Netherlands,PSV,78,83,0,0,Right,2,4,4
183711,J. Henderson,Jordan Brian Henderson,24,17/06/1990,182,67,England,Liverpool,78,83,0,0,Right,2,3,3
183899,P. Piatti,Pablo Daniel Piatti,25,31/03/1989,163,63,Argentina,Valencia CF,78,83,0,0,Left,2,2,4
184826,Adrien Silva,Adrien Sebastian Perruchet Silva,25,15/03/1989,175,72,Portugal,Sporting CP,78,83,0,0,Right,2,4,3
185132,Mikel San José,Mikel San José Domínguez,25,30/05/1989,186,77,Spain,Athletic Club de Bilbao,78,83,0,0,Right,1,3,2
185174,A. Poli,Andrea Poli,24,29/09/1989,182,77,Italy,Milan,78,83,0,0,Right,2,3,3
186146,D. Welbeck,Daniel Nii Tackie Mensah Welbeck,23,26/11/1990,185,73,England,Arsenal,78,83,0,0,Right,2,3,3
191032,G. Töre,Gökhan Töre,22,20/01/1992,176,70,Turkey,Beşiktaş JK,78,83,0,0,Left,1,4,4
200315,Cristian Tello,Cristian Tello Herrera,22,19/08/1991,178,65,Spain,FC Porto,78,83,0,0,Right,1,3,3
209102,M. Etxeberría,Marco Aurelio Etxeberría,27,11/04/1987,183,77,Paraguay,Paraguay,78,83,0,0,Left,1,4,4
216336,Y. Lodygin,Yuriy Lodygin,24,26/05/1990,187,82,Russia,Zenit St. Petersburg,78,83,0,0,Right,1,2,1
155887,M. Bradley,Michael Bradley,26,31/07/1987,188,79,United States,Toronto FC,78,82,0,0,Right,2,3,2
160766,J. Ménez,Jérémy Ménez,27,07/05/1987,182,73,France,Milan,78,82,0,0,Right,3,4,4
163489,A. Consigli,Andrea Consigli,27,27/01/1987,189,79,Italy,Sassuolo,78,82,0,0,Right,2,3,1
176270,Y. Movsisyan,Yura Movsisyan,26,02/08/1987,181,81,Armenia,Spartak Moscow,78,82,0,0,Right,1,4,3
176571,A. Ayew,André Ayew Pelé,24,17/12/1989,176,72,Ghana,Olympique de Marseille,78,82,0,0,Left,3,3,3
177105,P. Ebert,Patrick Ebert,27,17/03/1987,175,72,Germany,Spartak Moscow,78,82,0,0,Right,2,4,3
